Name,Rating,Pricing,Location,Reviews,Review Count,Cuisine,Number of Reviews,image_url
PMF Pardon My French,5,$$,"['103 Ave B', 'New York, NY 10009']","[{'text': 'Love this spot - Valentine and the team are awesome!\nFood is great and vibe is strong', 'reviewer': 'Frankie N.', 'reviewer_id': 'PeEsJAlABOexC5xvr7cHBA', 'rating': 5}, {'text': 'Everything about this place is sexy! Starting from the waiting staff and bartenders... Oh La La !! Came here for a friends Birthday and we had a blast....', 'reviewer': 'Sharina R.', 'reviewer_id': 'UvT-wILLKK6hoZOMip5wYw', 'rating': 5}, {'text': 'Best ambiance for Cosy winter friends gathering. \nCharming and food is also delicious', 'reviewer': 'Bora A.', 'reviewer_id': 'mo24WRsbTHqSFzqSBKfdPA', 'rating': 5}]",3,French,1113,https://s3-media3.fl.yelpcdn.com/bphoto/X8eWP2AqEiktrGTr3th8JA/o.jpg
Mezze on the River,4,,"['375 South End Ave', 'New York, NY 10280']","[{'text': ""If you want to feel like you're in the Mediterranean overlooking at the city from battery park book your table here! \nThe service from Stephanie to Celestra..."", 'reviewer': 'Lisa P.', 'reviewer_id': '8SMUcfWD8Vmcd2dBsFpwOQ', 'rating': 5}, {'text': 'This is located right next to the Hudson River waterfront, giving you great views of the river. We happened to arrive during sunset and it was beautiful....', 'reviewer': 'Nina Z.', 'reviewer_id': 'Fqeeq3S5oCi4kRDtdHzHJQ', 'rating': 4}, {'text': ""This restaurant is located on the Hudson River. Views were amazing! It was a little hard to find. It's located in a residential building complex. \n\nWe were..."", 'reviewer': 'Linda D.', 'reviewer_id': 'eOUAJ8R2EPR2pxi43PCl7A', 'rating': 4}]",3,Seafood,83,https://s3-media2.fl.yelpcdn.com/bphoto/mBK_4HLwi7OrdUsdqDtcbg/o.jpg
The Esters,5,,"['192 Nassau Ave', 'Brooklyn, NY 11222']","[{'text': 'Good corner bar with outdoor seating and cheese plates. \n\nMust watch minimum word count.', 'reviewer': 'Pizza S.', 'reviewer_id': 'ftP4ataZifZIqNYjJQ64Og', 'rating': 5}, {'text': ""This was a great spot to catch up with an old friend. It was quiet but the bar keep was friendly and the vibe was chill. I didn't order it but the pizza..."", 'reviewer': 'Lizzie D.', 'reviewer_id': 'tTzA9KodmnLuef2JH8zvqQ', 'rating': 5}, {'text': 'Stumbled upon this cute new place in Greenpoint and it turns out this is the sister restaurant to Tuffet in Williamsburg. We enjoyed our cocktails and meat...', 'reviewer': 'Cassandra M.', 'reviewer_id': 'lQ9IuD5oQFew-6ni4cogSA', 'rating': 5}]",3,Cocktail Bars,7,https://s3-media2.fl.yelpcdn.com/bphoto/L52zbdQpmIqiwkRFoCLU_Q/o.jpg
Los Dos Hermanos,5,,"['266 Carlton Ave', 'Brooklyn, NY 11205']","[{'text': 'Margaritas with fresh agave; fresh Devine guacamole and salsa.  Enchiladas, tostados an quesadilla.  Stop in.  Nice people, authentic food', 'reviewer': 'Lynn J.', 'reviewer_id': 'v7zr1J_-iNw-f0tzbzsCSg', 'rating': 5}, {'text': 'Los Dos Hermanos is a cute restaurant on a shady, tree-lined block in Brooklyn. A friend and I were looking for a place to have a food drink and she...', 'reviewer': 'Cortney W.', 'reviewer_id': 'yt60ZxYGkiBij5Ot5bTlkg', 'rating': 5}, {'text': ""I like stopping by here when visiting the my family in BK. I've never had a bad experience. The waiters and owner are always polite and friendly. The food..."", 'reviewer': 'Sean W.', 'reviewer_id': 'K0JLShkGu6swGeYILZ0Axg', 'rating': 5}]",3,Tapas Bars,31,https://s3-media4.fl.yelpcdn.com/bphoto/N6aBAJIRKIyd5kh4RF2k2w/o.jpg
Lucali,5,$$,"['575 Henry St', 'Brooklyn, NY 11231']","[{'text': ""Lucali is one of those places that is so hyped that it's almost impossible for it to live up to expectations. Except it does.\n\nThere are many reasons to..."", 'reviewer': 'Harry X.', 'reviewer_id': '3YHWbvEoE-m3CAFgSMAteg', 'rating': 5}, {'text': 'Arrived at Lucali at 3pm. The first person in line reported arriving at 2:30. They took reservations right at 4pm and we were able to be seated by 5pm....', 'reviewer': 'Marietoni R.', 'reviewer_id': '5OkHNuLaw0vDm9gWix-wvg', 'rating': 5}, {'text': ""Attracting celebrities like Beyoncé, Jay-Z, and the likes along with the world's most famous gourmands, Lucali doesn't seem to lack high-profile foot..."", 'reviewer': 'Audrey I.', 'reviewer_id': 'xfiqcbQ8P7DxR7OcZ7gYkg', 'rating': 5}]",3,Pizza,1949,https://s3-media3.fl.yelpcdn.com/bphoto/Yl_eZ_DW_iaumnU-pfSoaw/o.jpg
American Brass,3,$$$,"['2-01 50th Ave', 'City, NY 11101']","[{'text': 'Such a great experience at American Brass! They went above and beyond for my birthday and the food was delish!', 'reviewer': 'Kenley T.', 'reviewer_id': 'Ur-lPsHz7gcA5zIP2m1BVQ', 'rating': 5}, {'text': 'Came here with a friend to try the Restaurant Week 3-course dinner and was not disappointed at all. Servers were extremely friendly and gave great drink and...', 'reviewer': 'June K.', 'reviewer_id': 'jL0m1I_8ax1QZBku49hPWg', 'rating': 5}, {'text': ""Pro's - Jose the waiter. By far the best waiter I have ever had. Courteous, attentive, professional, and knows the menu and establishment inside and out...."", 'reviewer': 'T G.', 'reviewer_id': 'K0YDDfii-um66J_qLwXvEA', 'rating': 3}]",3,Seafood,319,https://s3-media1.fl.yelpcdn.com/bphoto/XhSapuxRLGbuwHe27QUxhg/o.jpg
Ho Foods,3,$$,"['110 E 7th St', 'New York, NY 10009']","[{'text': '5 stars!! I LOVE Taiwanese breakfast and street foods. This little joint hit the spot. Made the NY trip WORTH IT!! \n\nObsessed with the Green Onion Pancakes...', 'reviewer': 'Chris W.', 'reviewer_id': '_Yq7t2c-4miIFGmaUssMwg', 'rating': 5}, {'text': 'Came here for dinner after work. Their menu is quite small.\n\nI ordered their Beef Noodle Soup ($21) with wide noodles, which is what they were known for. I...', 'reviewer': 'Jacky C.', 'reviewer_id': 'Z6ingIFgJt7SxWZpmTUxgw', 'rating': 2}, {'text': 'Came here for lunch on a weekday. The restaurant is tucked away on a side street. There are only a handful of indoor tables, with a few more outdoors. From...', 'reviewer': 'Patrick N.', 'reviewer_id': '1ZFOZV7zA-6yZFZWoZSwxA', 'rating': 3}]",3,Taiwanese,402,https://s3-media1.fl.yelpcdn.com/bphoto/xUGvHIWUpzord4csQuxqhA/o.jpg
Zanmi,4,$$,"['1206 Nostrand Ave', 'Brooklyn, NY 11225']","[{'text': 'Had dinner here almost closing time,and was seated right away with menu. Our-sever brought us water as requested, took our orders.\n\nWe ordered main meal...', 'reviewer': 'Norah J.', 'reviewer_id': '_Sz46gHonXScL1p1UtpjOw', 'rating': 5}, {'text': ""Loved my meal at Zanmi...although I admit I don't have any real experience with Haitian food - in fact this being my first experience.\n\nDiggin the overall..."", 'reviewer': 'Gene L.', 'reviewer_id': 'i9NUpbJwjgFx5eynO_-UBw', 'rating': 4}, {'text': '02/18/2023: Another great dine. Dined with son this time around. Reservations made via Seated ( download app use code michelle1454). \n\nUpon entering warmly...', 'reviewer': 'Michelle O.', 'reviewer_id': 'nw0UWlg-Tzl6lh2tgzWGNQ', 'rating': 4}]",3,Haitian,290,https://s3-media2.fl.yelpcdn.com/bphoto/VDexo4Il9rYfsZ9RjPNf3Q/o.jpg
Pies-n-Thighs,5,$$,"['166 S 4th St', 'Brooklyn, NY 11211']","[{'text': 'The Food, Dessert and  Host was Amazing. I Had the catfish and grits. Fired pickles. Small place but cozy.', 'reviewer': 'Perissa R.', 'reviewer_id': '5SSAWG12spXijetDxbQA4g', 'rating': 5}, {'text': ""BEST SOUTHERN FOOD in NYC! I've been searching for a good southern restaurant for months now and this place is fantastic. The chicken was perfectly breaded..."", 'reviewer': 'Gokul D.', 'reviewer_id': 'AeC80MMXidFsYgAWbkQoDw', 'rating': 5}, {'text': 'Had the chicken the first time and it was fabulous. Since the chicken was seasoned and fried to perfection I had to try the catfish this time. And I was...', 'reviewer': 'Marissa K.', 'reviewer_id': 'yRULxT87372oV1_CBA7Stg', 'rating': 5}]",3,Southern,3163,https://s3-media4.fl.yelpcdn.com/bphoto/N9diUzihPiuCXe1sngxq_Q/o.jpg
Samurai Mama,3,$$,"['205 Grand St', 'Brooklyn, NY 11211']","[{'text': 'Order:\n- Sukiyaki Udon (5/5)\n\nPros:\n- Amazing tasting udon \n- Large portions \n- Unique restaurant aesthetics \n- Kind and quick service \n\nCons:\n- Small...', 'reviewer': 'Monicka C.', 'reviewer_id': 'psSh0DDsrRfQWNL7eGHQMQ', 'rating': 5}, {'text': ""I had put Samurai Mama on a list of places that I wanted to try out in Williamsburg but hadn't actually thought that we'd get the chance to try it out so..."", 'reviewer': 'Myrna C.', 'reviewer_id': '3URiiM_5vqsaNlywokYauw', 'rating': 5}, {'text': ""To be honest this is a very New York small restaurant . They promote community dining which is nice since I've never had that experience before. They have 2..."", 'reviewer': 'Shantel M.', 'reviewer_id': 'JRbfCqE3maYmf0xI8XqgtQ', 'rating': 3}]",3,Japanese,652,https://s3-media1.fl.yelpcdn.com/bphoto/iU4mCy9pszj-Kx3WzcAXQw/o.jpg
The Rag Trader & Bo Peep Cocktail and Highball Store,4,$$,"['70 W 36th St', 'New York, NY 10018']","[{'text': 'This review is for Bo Peep and not the Rag Trader. Skip the Rag Trader at all costs. \n\nFood: the food here is fantastic. Bo Peep Little Sheep is the...', 'reviewer': 'Kyle M.', 'reviewer_id': 'zbBJ6LNnUUuzZi1tTySprw', 'rating': 5}, {'text': ""I've come here twice for 2 separate special events. It was quite busy both times I had gone here, and the service was fine the first time we had gone,..."", 'reviewer': 'Cinthia K.', 'reviewer_id': 'B8REbpM6KwNizD-TW1zQFw', 'rating': 4}, {'text': ""Had a good time here! First I'll start off with the weird things:\n- no tajin for cocktails \n- broccolini is NOT broccoli rabe\n- the calamari is served on..."", 'reviewer': 'Melissa A.', 'reviewer_id': 'wbOWFF9nNKGIbPMagqZZaQ', 'rating': 4}]",3,Bars,758,https://s3-media4.fl.yelpcdn.com/bphoto/i8TwHAYZBxv950tCkhtjjw/o.jpg
Niche,4,$$,"['172 Delancey St', 'New York, NY 10002']","[{'text': ""Amazing food!  I'm in love with the pullled Chashu Tsukemen (pork) ramen.  Their chef is actively creating new dishes, mine was only a couple of weeks old...."", 'reviewer': 'Brandon N.', 'reviewer_id': '29TdXKVdzyx9tIDa_sQLRw', 'rating': 5}, {'text': ""One of the most unique and delicious ramen experiences I've ever had! Niche is simply delicious. They have an incredibly innovative menu featuring uni,..."", 'reviewer': 'Jaya N.', 'reviewer_id': 'llxW3juN-yxeIU5ppTroSA', 'rating': 5}, {'text': '*temporarily closed right now*\nGood food & atmosphere, small shop\n\n--yuzu dashi vongole mazemen: it was delicious but nothing special tbh, sauce is...', 'reviewer': 'Tiffany F.', 'reviewer_id': 'IUrMjXLiECCQagk0ZiX9Xg', 'rating': 4}]",3,Japanese,106,https://s3-media2.fl.yelpcdn.com/bphoto/PmjZsybg5Lc8NHDdXFFwWQ/o.jpg
Little Collins,5,$$,"['708 3rd Ave', 'New York, NY 10017']","[{'text': 'Totally worth the long wait. This Australian cafe has the best coffee I had on my NYC trip. It gets super busy so be prepared to wait. The menu is very...', 'reviewer': 'Simpreet K.', 'reviewer_id': 'QD8CV5klgmww1N35Qsm_FA', 'rating': 5}, {'text': ""I walk by here every morning to go to work and it's always crowded. Finally had a chance to check it out today and was underwhelmed. The prices were high..."", 'reviewer': 'Jacqueline K.', 'reviewer_id': 'ZGjnDwXWR57Dw0m4pmFOIw', 'rating': 3}, {'text': ""My friends said if there's one coffee shop I visit, it should be Little Collins so popped in here this morning and I was not disappointed! I ordered the..."", 'reviewer': 'Hoyun K.', 'reviewer_id': 'CkD8cMXuZUMbGecBoXwoYg', 'rating': 5}]",3,Coffee & Tea,1084,https://s3-media1.fl.yelpcdn.com/bphoto/JIaDv0kxB4z8bIjItcGMHA/o.jpg
The Warren,5,$$,"['131 Christopher St', 'New York, NY 10014']","[{'text': 'Wow - this place is legit! I stopped in here after work for a bite and a drink.  I ended up eating more than I expected because the dishes were super...', 'reviewer': 'Abbas Q.', 'reviewer_id': 'o0i8GFCzJP83453tyYUMtw', 'rating': 5}, {'text': 'Cute spot with many areas of improvement. Main dining seats are VERY close together, making for an uncomfortable dining experience for two and nowhere to...', 'reviewer': 'Caroline S.', 'reviewer_id': 'vuIokDlUYLQyry0csCrnBg', 'rating': 2}, {'text': 'Love this place. Food and drinks amaze. \nJose is incredible. Love Camilla and every Sarah in this establishment. Autumn is great.', 'reviewer': 'Sarah L.', 'reviewer_id': 'PZGNXYudoV_JXkoZo9GSRQ', 'rating': 5}]",3,Gastropubs,282,https://s3-media1.fl.yelpcdn.com/bphoto/qJGtQFPKUJ3ZgBcBGBqcgw/o.jpg
The Spaniard,4,$$,"['190 W 4th St', 'New York, NY 10014']","[{'text': 'My go-to bar in the West Village - great service, good drinks (especially the espresso martinis), and fun crowd.\n\nI recently held a small party in The...', 'reviewer': 'Chris W.', 'reviewer_id': '5Xypg7o7Iiq1wj5dJeemjQ', 'rating': 5}, {'text': 'I have no idea why this place gets such high reviews. \n\nWas seated in the back room- there was NO ONE there, and plenty of space elsewhere. The seating is...', 'reviewer': 'Heather W.', 'reviewer_id': 'pA2PE9UhQWM-OmxuITFomw', 'rating': 2}, {'text': 'I came here for brunch with my friends! I loved the ambiance and the food was great. Plus as a non-drinker, I was happy to see they had plenty of...', 'reviewer': 'Liz T.', 'reviewer_id': 'C5z8hJ6t5lAVqh67AzlqiA', 'rating': 4}]",3,American (New),351,https://s3-media2.fl.yelpcdn.com/bphoto/C7TTSwl8qtsN3YJbKvAS9A/o.jpg
Cafe Volkan,5,,"['85 Bergen St', 'Brooklyn, NY 11201']","[{'text': '4.5 / 5.0 - Cafe Volkan is such a cute neighborhood cafe. My friend and I stopped by for lunch after our barre class to try their avocado toast.\n\nIt is a...', 'reviewer': 'Sawako Y.', 'reviewer_id': '04n8pWs1zeIwkq1vl-6Uyw', 'rating': 5}, {'text': 'Cafe Volkan is a cute little neighborhood cafe in Boerum Hill. I ordered a 12 oz iced almond milk latte ($6) and it was solid. They have both indoor and...', 'reviewer': 'Frances L.', 'reviewer_id': '0HmE6sc3H1PJuSDOGbwxjg', 'rating': 4}, {'text': ""It's a small place with both inside and outside seating. We were welcomed with the wonderful aroma of delicious food and fresh coffee. The staff are just..."", 'reviewer': 'William C.', 'reviewer_id': 'cuY5FP3lNts2oJ1I8NA46w', 'rating': 5}]",3,Coffee & Tea,45,https://s3-media4.fl.yelpcdn.com/bphoto/VsftIRdJ5TctLWnHnqZnVg/o.jpg
Le Botaniste,3,$$,"['127 Grand St', 'New York, NY 10013']","[{'text': 'Le Botaniste is an excellent choice for those who are looking for delicious vegan and gluten free options. Their menu is inspired by food travels, and they...', 'reviewer': 'Nocturnal Foodie Y.', 'reviewer_id': '-CAfamkA84lPArm17ktznA', 'rating': 5}, {'text': 'My favorite takeout in NYC. Bold statement, yes, but 1,000% true. \n\nI am not vegan but tend to try to eat as many plants as I can and have an unfortunate...', 'reviewer': 'Meghan M.', 'reviewer_id': 'hlPOotTeYCyd5TQAKpv5LQ', 'rating': 5}, {'text': ""I've heard great things. Maybe it was what I ordered, but I wasn't too impressed. I got the Magic Miso bowl, and the tofu was so tough I couldn't even cut..."", 'reviewer': 'Sydney G.', 'reviewer_id': 'LXDZn2ePZSLMzxWdsUjpcg', 'rating': 3}]",3,Vegetarian,228,https://s3-media3.fl.yelpcdn.com/bphoto/O2Dipl1f1UXZHpgxJGfVFA/o.jpg
Maman,5,$$,"['239 Centre St', 'New York, NY 10013']","[{'text': 'Mike and Rebecca are so nice - awesome service! And the cookies are the best in town.', 'reviewer': 'Suzanne G.', 'reviewer_id': 'kg0KkKE3q_gKtlKRWIuK0g', 'rating': 5}, {'text': 'After hearing so many good things about the chocolate chip cookie, I had to come and try it. \n\nI loved that the cookie had what I believe to be macadamia...', 'reviewer': 'Samantha D.', 'reviewer_id': 'bIC3B9ODGU0afnfxMIdNtQ', 'rating': 4}, {'text': 'Omg! I love discovering new breakfast/brunch locations. \n\nI invited my work crew to stop before we headed to work and five of them all enjoyed every dish we...', 'reviewer': 'Yvonne P.', 'reviewer_id': 'WkOkrqwt9DPt4ZNDREJxGg', 'rating': 5}]",3,Cafes,741,https://s3-media3.fl.yelpcdn.com/bphoto/nUj5B96Xh73Y2aGmuvDr6Q/o.jpg
ÇKA KA QËLLU,2,,"['118 E 31st St', 'New York, NY 10016']","[{'text': 'This restaurant is one that you wanna try, if you have never had Albanian food and you are in NYC and if you want an authentic experience this is the place,...', 'reviewer': 'Vince I.', 'reviewer_id': 'BJ_hfcSsADFgJbM2XrmwbQ', 'rating': 5}, {'text': ""This place was so fun!! It's rare to come upon such a unique restaurant serving Albanian food with a rustic vibe. I had never tried this cuisine before, but..."", 'reviewer': 'Navya J.', 'reviewer_id': '6-pnJsEYv9NBTx9bAKpHqA', 'rating': 5}, {'text': 'The space is nice and the servers were friendly but the food underwhelmed.\n\nThe sausage dip was runny and had 4-5 tiny tiny pieces of sausage in it which...', 'reviewer': 'David N.', 'reviewer_id': '4trq5fubkBwFppDsVsNDvA', 'rating': 2}]",3,Modern European,93,https://s3-media4.fl.yelpcdn.com/bphoto/EcBqkVCbjxK9yodz211omA/o.jpg
Imani,4,$$,"['271 Adelphi St', 'Brooklyn, NY 11205']","[{'text': ""We actually came here on a Sunday night right before heading to The Read Live! The service was great to start but after we got our food they didn't come..."", 'reviewer': 'Talesha C.', 'reviewer_id': '8sgz0b13b-szYPxutJZoBA', 'rating': 5}, {'text': ""My best friend came into town and wanted to try here, so we tried it and I'm here to tell you the details! \n\nThe decor is dark and moody! (Just how I like..."", 'reviewer': 'Simone E.', 'reviewer_id': 'V1ddk__NoVLTRadYmtf_GQ', 'rating': 4}, {'text': 'Came here on a Sunday night with a large group. The service was great and the server gave us recommendations on what to get. I got the Chicken from the yard...', 'reviewer': 'Claire M.', 'reviewer_id': '2t-6rULp0vglgKfSE76Hpg', 'rating': 4}]",3,Caribbean,806,https://s3-media1.fl.yelpcdn.com/bphoto/JQdA6MpApkDf0Fn97Eo4EA/o.jpg
Tuk Tuk,4,$$,"['4906 Vernon Blvd', 'Long Island City, NY 11101']","[{'text': 'Good food, friendly staffs and nice vibe at this local Thai place. It has been one of the spot we frequent and we have also held a annual Xmas party for our...', 'reviewer': 'Grace W.', 'reviewer_id': 'NYKq_zkDjMwgnRMCGQyYcw', 'rating': 4}, {'text': 'The walls were decorated with some great artwork. The place is spacious and lots of seating. The thai ice tea was great bold flavors. \n\nRoti - was a bit...', 'reviewer': 'Holly C.', 'reviewer_id': 'WmAMGzsR53SQg0rq6eMWWQ', 'rating': 4}, {'text': ""I liked the Pad See Ew with crispy duck. The duck wasn't too fatty.\n\nI didn't really like the panang curry with chicken, this was the first time I saw curry..."", 'reviewer': 'Jennifer P.', 'reviewer_id': 'cvpCIfj1AaB1H2f-mVLJEw', 'rating': 4}]",3,Thai,763,https://s3-media1.fl.yelpcdn.com/bphoto/8Q8ojT6I_SyUYLTGSoFdyg/o.jpg
